ProductID,ProductName,Category,Price,UnitsSold,Rating
615,Product_615,Beauty,798.23,421,1.9
616,Product_616,Home & Kitchen,2544.55,468,2.8
617,Product_617,Books,3128.96,49,4.7
618,Product_618,Electronics,3542.08,405,1.7
619,Product_619,Books,2842.28,74,1.9
620,Product_620,Home & Kitchen,147.88,192,1.1
621,Product_621,Beauty,1699.66,261,1.1
622,Product_622,Books,2636.79,356,4.3
623,Product_623,Beauty,530.55,70,3.9
624,Product_624,Electronics,1818.07,90,2.4
625,Product_625,Beauty,262.7,260,3.8
626,Product_626,Beauty,485.03,126,2.6
627,Product_627,Clothing,2044.92,231,4.8
628,Product_628,Clothing,750.31,295,4.9
629,Product_629,Sports,2880.95,498,2.6
630,Product_630,Clothing,3478.38,419,4.4
631,Product_631,Beauty,4022.87,129,4.1
632,Product_632,Home & Kitchen,1080.74,280,2.2
633,Product_633,Beauty,920.66,313,1.9
634,Product_634,Home & Kitchen,612.38,100,2.8
635,Product_635,Home & Kitchen,3218.51,326,4.1
636,Product_636,Clothing,3561.73,297,4.8
637,Product_637,Books,254.77,182,4.1
638,Product_638,Electronics,4687.44,174,4.4
639,Product_639,Clothing,354.66,316,3.4
640,Product_640,Clothing,2752.35,364,4.3
641,Product_641,Books,3574.4,188,4.1
642,Product_642,Electronics,4367.75,57,2.5
643,Product_643,Beauty,3599.03,31,3.2
644,Product_644,Sports,4028.47,84,4.2
645,Product_645,Sports,1763.31,152,1.2
646,Product_646,Beauty,4092.64,473,4.2
647,Product_647,Clothing,492.56,36,1.7
648,Product_648,Electronics,4484.6,213,3.1
649,Product_649,Clothing,2783.2,414,4.2
650,Product_650,Home & Kitchen,4104.76,408,2
651,Product_651,Clothing,2316.36,364,2
652,Product_652,Clothing,3253.53,106,2.6
653,Product_653,Beauty,2679.37,414,4.6
654,Product_654,Beauty,3684.79,342,1
655,Product_655,Beauty,499.99,220,4.6
656,Product_656,Sports,395.73,391,1.6
657,Product_657,Home & Kitchen,1310.81,163,5
658,Product_658,Beauty,881.77,439,4.8
659,Product_659,Electronics,4371.74,220,3
660,Product_660,Sports,1174.15,270,3.1
661,Product_661,Books,4881.74,120,2.9
662,Product_662,Electronics,1750.79,394,3.5
663,Product_663,Electronics,992.38,336,1.4
664,Product_664,Beauty,3969.52,400,1.1
665,Product_665,Books,3327.67,182,1.2
666,Product_666,Books,2541.16,479,2.8
667,Product_667,Sports,2821.28,106,2.1
668,Product_668,Books,3624.09,217,3.5
669,Product_669,Home & Kitchen,1219.43,205,5
670,Product_670,Beauty,4982.04,70,2.5
671,Product_671,Books,4876.49,44,3.3
672,Product_672,Sports,3286.6,329,2.7
673,Product_673,Home & Kitchen,1077.76,301,4.4
674,Product_674,Clothing,3433.12,228,4.6
675,Product_675,Clothing,453.77,184,4.5
676,Product_676,Home & Kitchen,250.2,107,4.9
677,Product_677,Sports,1362.65,84,1.1
678,Product_678,Home & Kitchen,2366.85,338,4.4
679,Product_679,Beauty,4354.54,250,4
680,Product_680,Beauty,3663.13,363,1.9
681,Product_681,Clothing,3739.26,441,4.8
682,Product_682,Books,2184.92,21,1.6
683,Product_683,Sports,1795.08,196,3.7
684,Product_684,Clothing,1918.09,178,1.9
685,Product_685,Books,4939.48,417,2.7
686,Product_686,Books,296.54,475,3.9
687,Product_687,Beauty,4348.45,7,3.3
688,Product_688,Electronics,2935.51,70,2.7
689,Product_689,Electronics,2249.22,127,2.3
690,Product_690,Home & Kitchen,3653.76,399,4.4
691,Product_691,Beauty,2484.68,466,1.6
692,Product_692,Books,4379.77,160,2.7
693,Product_693,Sports,4513.44,248,4.6
694,Product_694,Electronics,2166.43,203,4.4
695,Product_695,Books,1456.46,148,2.6
696,Product_696,Electronics,3002.52,472,4.1
697,Product_697,Electronics,4570.58,143,4.3
698,Product_698,Electronics,1132.24,432,4.6
699,Product_699,Sports,3152.54,199,3.2
700,Product_700,Beauty,3194.65,405,1.8
701,Product_701,Sports,3692.25,426,2
702,Product_702,Clothing,744.68,154,2.2
703,Product_703,Books,3607.54,492,3.4
704,Product_704,Beauty,4554.26,376,1.1
705,Product_705,Beauty,980.45,384,3.5
706,Product_706,Beauty,1263.96,142,2.5
707,Product_707,Beauty,4859.84,313,2.2
708,Product_708,Sports,986.79,165,4.5
709,Product_709,Beauty,4286.49,314,2.8
710,Product_710,Home & Kitchen,2512.16,21,1.4
711,Product_711,Books,1311.43,82,4.3
712,Product_712,Beauty,4366.67,69,1.2
713,Product_713,Books,2282,131,3.9
714,Product_714,Home & Kitchen,2622.61,87,4.1
715,Product_715,Home & Kitchen,1860.24,218,2.4
716,Product_716,Books,3005.46,421,4.3
717,Product_717,Electronics,901.27,472,3.1
718,Product_718,Clothing,2016.3,305,2.9
719,Product_719,Electronics,4850.12,403,1.2
720,Product_720,Electronics,1364.85,371,2.2
721,Product_721,Sports,3318.01,345,4.7
722,Product_722,Electronics,1693.43,341,2.6
723,Product_723,Beauty,3890.02,384,3.2
724,Product_724,Sports,741.28,396,3.1
725,Product_725,Sports,4852.12,445,3.4
726,Product_726,Home & Kitchen,2323.57,425,1.2
727,Product_727,Electronics,1256.65,161,2.4
728,Product_728,Home & Kitchen,460.13,178,3.9
729,Product_729,Books,931.81,117,1.8
730,Product_730,Clothing,2646.89,196,1.8
731,Product_731,Sports,1751.32,383,1
732,Product_732,Books,4161.53,490,2.7
733,Product_733,Books,2211.35,327,4.5
734,Product_734,Beauty,1318.7,86,1.2
735,Product_735,Clothing,3124.01,289,1.8
736,Product_736,Books,3563.21,81,2.2
737,Product_737,Books,918.51,152,3.9
738,Product_738,Clothing,921.33,61,3.6
739,Product_739,Clothing,279.69,61,2.7
740,Product_740,Books,3708.37,354,4
741,Product_741,Clothing,3352.64,28,3.4
742,Product_742,Books,2425.69,442,4.6
743,Product_743,Books,4236.44,43,4.3
744,Product_744,Beauty,4047.78,169,2
745,Product_745,Electronics,2968.24,423,2.1
746,Product_746,Books,4354.53,86,1.5
747,Product_747,Home & Kitchen,1108.62,177,2.3
748,Product_748,Sports,648.41,17,5
749,Product_749,Electronics,1421.77,98,2.6
750,Product_750,Electronics,379.73,454,1.9
751,Product_751,Electronics,2702.73,494,4
752,Product_752,Beauty,4689.37,198,3.2
753,Product_753,Books,292.78,98,1.6
754,Product_754,Beauty,698.34,65,2.5
755,Product_755,Books,2315.78,330,2.7
756,Product_756,Beauty,4675.99,341,4
757,Product_757,Beauty,1649.16,5,1.1
758,Product_758,Sports,2585.45,2,2.1
759,Product_759,Home & Kitchen,303.71,22,3.1
760,Product_760,Beauty,826.88,112,2.1
761,Product_761,Sports,4934.49,57,3.5
762,Product_762,Clothing,4829.08,66,2.9
763,Product_763,Home & Kitchen,124.21,330,2.4
764,Product_764,Beauty,4763.88,98,4.8
765,Product_765,Electronics,3231.69,144,3.5
766,Product_766,Clothing,4352.8,368,1.5
767,Product_767,Clothing,2328.23,435,3.2
768,Product_768,Sports,2626.42,125,4.1
769,Product_769,Clothing,2495.35,167,3.8
770,Product_770,Home & Kitchen,3367.63,86,1.7
771,Product_771,Beauty,784.29,76,4.9
772,Product_772,Beauty,246.87,344,2.8
773,Product_773,Electronics,1608.86,495,1.6
774,Product_774,Sports,3552.94,424,1.7
775,Product_775,Electronics,1089.08,294,1.4
776,Product_776,Clothing,3399.82,444,4.2
777,Product_777,Electronics,4852.57,59,1.5
778,Product_778,Home & Kitchen,560.11,138,1.5
779,Product_779,Beauty,3395.75,99,4.4
780,Product_780,Clothing,2274.38,192,2.4
781,Product_781,Electronics,4353.9,243,1.1
782,Product_782,Sports,968.03,319,1.2
783,Product_783,Home & Kitchen,3493.87,49,1.6
784,Product_784,Home & Kitchen,4206.76,448,1.9
785,Product_785,Electronics,4728.61,32,3.7
786,Product_786,Beauty,3447.92,391,1.6
787,Product_787,Electronics,2536.16,277,1.5
788,Product_788,Clothing,3127.45,20,4.1
789,Product_789,Electronics,4357.63,154,3.7
790,Product_790,Home & Kitchen,2895.99,383,2.7
791,Product_791,Electronics,248.9,68,3.2
792,Product_792,Beauty,4661.65,366,2.2
793,Product_793,Sports,3478.68,372,2.9
794,Product_794,Books,3414.92,214,3
795,Product_795,Electronics,1156.81,143,2.5
796,Product_796,Beauty,3328.54,376,4.6
797,Product_797,Beauty,2029.94,232,1.1
798,Product_798,Sports,3291.04,213,4.1
799,Product_799,Home & Kitchen,622.31,79,1.5
800,Product_800,Beauty,3323.44,214,4.2
801,Product_801,Beauty,4997.13,116,3.5
802,Product_802,Beauty,336.24,92,4.4
803,Product_803,Beauty,4888.15,270,1.4
804,Product_804,Clothing,2093.85,411,3.2
805,Product_805,Clothing,4366.69,381,3
806,Product_806,Home & Kitchen,3933.69,489,3.8
807,Product_807,Electronics,2878.38,168,3.1
808,Product_808,Beauty,3718.4,58,3.2
809,Product_809,Sports,4404.73,284,2.7
810,Product_810,Electronics,2080.29,26,2.2
811,Product_811,Sports,1702.46,369,2.9
812,Product_812,Electronics,3371.21,447,1.5
813,Product_813,Home & Kitchen,4058.45,66,4.8
814,Product_814,Beauty,3835.2,409,3.9
815,Product_815,Beauty,4009.29,248,4.8
816,Product_816,Books,2234.36,254,1.9
817,Product_817,Sports,4107.39,387,4.5
818,Product_818,Electronics,689.02,456,4.2
819,Product_819,Electronics,2768,44,3.7
820,Product_820,Clothing,128.22,97,3.5
821,Product_821,Books,1690.47,42,2.3
822,Product_822,Clothing,1895.66,227,4.3
823,Product_823,Clothing,2041.25,262,3
824,Product_824,Clothing,3507.79,167,1.3
825,Product_825,Sports,2003.93,436,2.3
826,Product_826,Sports,2298.6,279,4.7
827,Product_827,Home & Kitchen,1263.97,89,4.4
828,Product_828,Home & Kitchen,1928.93,379,4.9
829,Product_829,Clothing,1213.62,178,3.5
830,Product_830,Books,458.66,427,2
831,Product_831,Electronics,3056.9,403,1.7
832,Product_832,Sports,3374.24,197,1.7
833,Product_833,Books,3135.5,307,1.1
834,Product_834,Beauty,2371.12,267,2.6
835,Product_835,Sports,1960.95,268,1.8
836,Product_836,Sports,4330.33,74,2.6
837,Product_837,Home & Kitchen,2643.5,8,4.7
838,Product_838,Electronics,2447.99,408,2.7
839,Product_839,Electronics,225.65,476,4.5
840,Product_840,Beauty,1772.11,297,3.4
841,Product_841,Beauty,1962.96,164,2
842,Product_842,Sports,2054.23,485,2.4
843,Product_843,Clothing,2942.84,85,1.3
844,Product_844,Home & Kitchen,2714.65,72,2.3
845,Product_845,Home & Kitchen,3078.73,55,3.7
846,Product_846,Sports,3847.93,393,1.3
847,Product_847,Books,4083.63,47,1.8
848,Product_848,Clothing,3618.8,399,2.5
849,Product_849,Sports,4782.07,432,4.9
850,Product_850,Clothing,189.34,238,4.1
851,Product_851,Clothing,1059.31,104,3.9
852,Product_852,Clothing,137.06,210,1.5
853,Product_853,Sports,3272.63,42,4.1
854,Product_854,Home & Kitchen,4500.35,316,4.1
855,Product_855,Home & Kitchen,1293.06,468,3.4
856,Product_856,Clothing,4642.47,454,5
857,Product_857,Books,395.31,268,2.3
858,Product_858,Electronics,4678.74,386,4.8
859,Product_859,Sports,1822.95,263,4.7
860,Product_860,Electronics,596.96,336,1
861,Product_861,Books,2480.77,387,2.8
862,Product_862,Sports,1358.21,365,4.9
863,Product_863,Clothing,1495.88,259,1.4
864,Product_864,Home & Kitchen,1605.72,283,3.2
865,Product_865,Electronics,4034.83,114,4.9
866,Product_866,Beauty,2741.89,363,3.2
867,Product_867,Beauty,1625.41,40,1.8
868,Product_868,Books,3090.64,486,3.3
869,Product_869,Clothing,3609.14,417,1.8
870,Product_870,Electronics,1435.86,220,3.1
871,Product_871,Clothing,2126.39,129,1.3
872,Product_872,Electronics,697.24,8,3.4
873,Product_873,Books,987.63,101,3.1
874,Product_874,Books,3437.48,416,4
875,Product_875,Beauty,989.05,380,3.5
876,Product_876,Clothing,2673.3,176,3.2
877,Product_877,Sports,3574.33,107,3.8
878,Product_878,Beauty,623.7,101,1.6
879,Product_879,Clothing,2879.83,260,3.4
880,Product_880,Beauty,1357.16,478,1.7
881,Product_881,Sports,4818.34,454,4.7
882,Product_882,Home & Kitchen,2469.37,366,1.3
883,Product_883,Home & Kitchen,4049.36,246,2.7
884,Product_884,Home & Kitchen,2796.11,275,3.8
885,Product_885,Home & Kitchen,312.72,32,2.8
886,Product_886,Electronics,3202.44,137,1.4
887,Product_887,Home & Kitchen,4761.88,12,3.2
888,Product_888,Sports,3047.9,395,3.6
889,Product_889,Books,4114.03,302,3.8
890,Product_890,Books,4432.61,375,2.5
891,Product_891,Electronics,1217.59,16,3.3
892,Product_892,Home & Kitchen,1139.02,129,2.8
893,Product_893,Home & Kitchen,3093.81,63,3.7
894,Product_894,Home & Kitchen,2114.04,109,3.3
895,Product_895,Beauty,4215.32,375,3.1
896,Product_896,Clothing,4510.11,21,2
897,Product_897,Beauty,1831.76,158,1
898,Product_898,Clothing,1260.67,269,1.7
899,Product_899,Home & Kitchen,3924.58,162,1.5
900,Product_900,Home & Kitchen,1446.55,260,2.8
901,Product_901,Beauty,4130.81,412,3.4
902,Product_902,Beauty,2176.32,102,1.9
903,Product_903,Clothing,3370.99,223,4.8
904,Product_904,Books,568.12,59,1
905,Product_905,Clothing,3156.91,247,4.1
906,Product_906,Beauty,2313.66,128,3.5
907,Product_907,Sports,2974.38,283,2.5
908,Product_908,Beauty,923.27,325,1.2
909,Product_909,Sports,3710.68,25,3.5
910,Product_910,Electronics,4327.71,131,2.5
911,Product_911,Beauty,1162.03,353,4.7
912,Product_912,Electronics,569,196,3.2
913,Product_913,Books,215.83,281,4.8
914,Product_914,Clothing,3245.66,404,1.9
915,Product_915,Sports,3074.76,418,3.9
916,Product_916,Clothing,2778.82,154,3.5
917,Product_917,Electronics,1236.54,382,4
918,Product_918,Sports,2015.44,133,1.9
919,Product_919,Clothing,3012.93,227,3.7
920,Product_920,Beauty,2534.16,189,3
921,Product_921,Home & Kitchen,4940.15,476,4
922,Product_922,Electronics,768.55,477,2.3
923,Product_923,Clothing,3506.21,265,4.6
924,Product_924,Electronics,2081.16,372,1.3
925,Product_925,Electronics,2198.18,486,4.2
926,Product_926,Sports,3616.23,434,4.4
927,Product_927,Sports,3492.94,134,4.3
928,Product_928,Home & Kitchen,4957.15,211,3.1
929,Product_929,Beauty,729.13,60,2.8
930,Product_930,Electronics,610.14,428,5
931,Product_931,Clothing,3649.26,377,1.9
932,Product_932,Books,2934.1,395,3.2
933,Product_933,Electronics,1443.39,450,3.7
934,Product_934,Electronics,489.15,431,3.8
935,Product_935,Home & Kitchen,519.73,364,1.8
936,Product_936,Beauty,4481.54,364,3.6
937,Product_937,Books,1040.15,457,4.3
938,Product_938,Sports,1684.52,213,1.2
939,Product_939,Sports,1210.62,216,4.6
940,Product_940,Clothing,1839.48,226,1.1
941,Product_941,Books,440.18,470,2.4
942,Product_942,Sports,2643.39,131,1.1
943,Product_943,Clothing,431.3,76,1.3
944,Product_944,Beauty,4021.75,476,4.6
945,Product_945,Clothing,1245.19,286,2.4
946,Product_946,Sports,2746.06,474,2.7
947,Product_947,Home & Kitchen,4412.39,496,1.9
948,Product_948,Home & Kitchen,3289.3,277,3.4
949,Product_949,Home & Kitchen,2711.49,156,3.4
950,Product_950,Sports,1689.24,248,2.5
951,Product_951,Home & Kitchen,1731.71,218,2.3
952,Product_952,Books,3380.49,190,4.5
953,Product_953,Beauty,4971.28,417,2.5
954,Product_954,Clothing,3343.01,469,3
955,Product_955,Clothing,2833.14,163,2.1
956,Product_956,Sports,3680.19,180,4.1
957,Product_957,Home & Kitchen,2379.51,34,2.6
958,Product_958,Home & Kitchen,394.7,41,3.1
959,Product_959,Electronics,2855.25,307,2
960,Product_960,Beauty,4792.36,431,5
961,Product_961,Books,958.98,338,2.2
962,Product_962,Clothing,3481.02,314,4.1
963,Product_963,Electronics,1084.58,75,2.7
964,Product_964,Electronics,2725.56,441,1.8
965,Product_965,Sports,573.71,279,4.2
966,Product_966,Clothing,2306.82,176,2.3
967,Product_967,Sports,3805.2,384,4.5
968,Product_968,Books,1803.1,150,4.7
969,Product_969,Electronics,3358.07,273,4.4
970,Product_970,Electronics,3997.7,325,1.1
971,Product_971,Beauty,4643.17,108,4.1
972,Product_972,Books,1249.75,139,2.6
973,Product_973,Electronics,2056.65,350,4.5
974,Product_974,Books,846.84,271,3.6
975,Product_975,Clothing,4963.17,347,4.3
976,Product_976,Home & Kitchen,4642.3,419,3
977,Product_977,Electronics,2745.79,289,3.1
978,Product_978,Beauty,4225.96,212,1.6
979,Product_979,Clothing,2652.69,381,4.1
980,Product_980,Books,3155.57,272,2.7
981,Product_981,Sports,536.71,418,3
982,Product_982,Clothing,3800.83,66,4.1
983,Product_983,Electronics,725.8,483,3.4
984,Product_984,Books,4147.73,424,1.8
985,Product_985,Home & Kitchen,3931.94,248,3.4
986,Product_986,Clothing,3572.85,156,2.6
987,Product_987,Electronics,277.19,47,2.9
988,Product_988,Beauty,1585.33,423,1.1
989,Product_989,Sports,1389.25,454,1.8
990,Product_990,Books,1864.67,201,2.1
991,Product_991,Clothing,529.45,148,3.9
992,Product_992,Clothing,4691.09,124,1
993,Product_993,Home & Kitchen,2813.63,1,2.6
994,Product_994,Home & Kitchen,1597.07,456,4.7
995,Product_995,Beauty,2045.21,247,1.4
996,Product_996,Sports,2291.29,343,3.1
997,Product_997,Beauty,3042.91,128,4.1
998,Product_998,Electronics,2626.83,191,4.8
999,Product_999,Electronics,4605.02,67,4
1000,Product_1000,Beauty,2535.12,4,3.9
