client_id,age,region,months_with_bank,balance,transactions_last_month,mobile_app_logins,support_calls,has_credit,has_deposit,service_fee,churn
457,56,Tbilisi,33,5584.61,6,41,3,1,0,0,0
458,46,Batumi,108,3819.96,37,49,4,0,0,10,1
459,59,Batumi,59,7334.26,36,8,6,0,0,0,0
460,72,Batumi,95,6111.12,67,0,7,0,0,0,1
461,43,Kutaisi,11,14798.54,97,12,1,0,1,0,0
462,52,Other,68,838.9,41,49,3,0,1,15,0
463,67,Rustavi,82,2132.72,85,14,1,0,0,5,0
464,42,Rustavi,68,792.39,4,31,3,1,0,15,0
465,41,Kutaisi,113,9387.62,63,33,6,0,0,15,0
466,30,Batumi,98,817.64,49,42,5,0,0,5,0
467,24,Kutaisi,93,12546.6,105,30,5,0,0,0,0
468,74,Kutaisi,88,7679.08,86,13,3,0,0,0,0
469,53,Tbilisi,22,7905.11,117,46,4,1,1,0,0
470,62,Other,66,8423.92,14,13,1,0,0,10,0
471,37,Rustavi,44,2562.21,94,47,7,0,0,0,0
472,18,Batumi,6,2965.35,72,28,2,0,0,0,0
473,25,Rustavi,42,4782.26,106,46,3,0,0,5,0
474,63,Rustavi,25,8902.45,52,18,3,0,0,5,0
475,33,Other,119,3151.77,24,26,5,1,0,5,0
476,31,Rustavi,57,1744.98,88,8,0,0,0,0,0
477,29,Rustavi,85,14551.75,112,36,6,0,0,10,0
478,68,Kutaisi,55,329.73,84,36,5,0,0,5,0
479,40,Other,16,12040.46,8,42,1,1,0,0,0
480,32,Tbilisi,95,11820.53,118,27,5,1,0,10,0
481,45,Batumi,14,4458.21,111,23,2,0,0,15,0
482,51,Rustavi,39,2034.4,37,27,4,0,0,0,0
483,19,Batumi,28,2184.43,21,35,6,1,0,0,0
484,49,Tbilisi,96,10461.47,106,17,2,1,0,5,0
485,40,Batumi,92,9642.1,86,24,4,1,0,0,0
486,39,Tbilisi,51,11741.19,48,34,2,1,0,10,0
487,68,Kutaisi,119,14062.22,67,3,7,0,0,0,1
488,42,Rustavi,49,10378.91,92,13,6,0,0,10,0
489,39,Tbilisi,9,2337.77,14,38,5,1,0,5,0
490,39,Batumi,58,3651.64,64,25,2,1,0,5,0
491,66,Rustavi,45,12632.91,53,7,5,0,1,0,0
492,69,Kutaisi,22,3139.59,29,23,6,0,0,0,0
493,59,Rustavi,32,1087.83,92,15,5,1,0,0,0
494,23,Tbilisi,69,10549.2,19,19,1,0,0,0,0
495,32,Kutaisi,87,6037.9,32,14,5,1,0,0,0
496,71,Batumi,69,13800.6,104,6,0,0,0,10,0
497,60,Kutaisi,42,9753.83,107,16,2,0,0,0,0
498,54,Kutaisi,53,1356.28,99,21,6,0,0,10,0
499,50,Other,96,14217.85,85,21,3,0,1,5,0
500,25,Kutaisi,59,3878.36,76,11,3,0,0,10,0
501,70,Kutaisi,74,5058.19,6,17,3,0,0,15,0
502,61,Rustavi,39,6033.91,7,45,6,1,0,0,0
503,61,Batumi,15,768.36,27,46,0,1,0,10,0
504,22,Rustavi,71,7447.73,44,14,5,0,1,5,0
505,56,Rustavi,29,1849.78,106,36,2,0,0,10,0
506,21,Tbilisi,111,6014.55,72,15,4,0,1,5,0
507,23,Rustavi,3,5260.65,88,4,4,0,0,5,1
508,62,Other,83,11592.6,119,1,6,0,0,0,1
509,49,Other,10,12047.56,79,27,1,0,0,0,0
510,69,Tbilisi,92,2301.19,73,40,0,0,0,5,0
511,47,Batumi,29,5498.27,10,26,2,0,0,15,0
512,64,Batumi,79,5600.3,30,30,5,0,0,10,0
513,52,Rustavi,35,2271.16,11,40,3,1,0,0,0
514,72,Rustavi,6,11976.8,94,35,0,0,0,10,0
515,57,Rustavi,12,10608.42,77,46,0,1,0,10,0
516,69,Batumi,111,2855.73,50,42,2,1,0,0,0
517,33,Kutaisi,38,5500.83,43,0,6,1,0,0,1
518,30,Other,77,1587.08,95,49,5,1,0,0,0
519,67,Kutaisi,93,9423.1,49,28,7,0,0,10,1
520,59,Kutaisi,19,1820.58,116,0,7,0,0,10,1
521,47,Batumi,67,14789.01,16,7,6,0,1,0,0
522,36,Kutaisi,8,11710.23,34,15,6,1,0,0,0
523,34,Tbilisi,8,5853.58,0,27,1,1,0,10,1
524,73,Rustavi,119,8678.46,28,21,6,1,0,15,0
525,36,Tbilisi,84,13670.13,50,17,5,0,0,10,1
526,45,Other,47,8311.49,63,21,1,1,0,5,0
527,72,Rustavi,4,2617.48,3,40,7,0,0,0,1
528,43,Kutaisi,51,5680.55,86,11,1,0,0,5,0
529,54,Other,85,12647.17,27,18,3,1,0,0,0
530,43,Rustavi,67,9663.2,15,24,3,0,1,10,0
531,70,Kutaisi,45,9760.87,62,49,7,1,1,0,0
532,40,Tbilisi,8,13002.32,75,4,2,0,0,10,1
533,26,Rustavi,87,13409.6,52,33,7,1,0,0,0
534,29,Kutaisi,16,13796.89,84,38,5,0,0,10,1
535,70,Tbilisi,77,1422.74,108,9,6,1,0,0,0
536,18,Other,67,8161.89,16,46,1,1,0,5,0
537,18,Other,112,11107.64,39,6,2,1,0,5,0
538,64,Other,9,11353.9,12,36,1,0,0,0,0
539,51,Other,60,9100.74,51,46,0,1,1,15,0
540,49,Batumi,78,2501.81,57,14,4,0,1,5,0
541,71,Rustavi,77,11961.31,95,41,4,0,0,5,0
542,65,Rustavi,117,10801.67,36,23,1,0,0,10,0
543,42,Batumi,71,1292.04,113,25,2,1,0,10,0
544,57,Kutaisi,15,6957.15,78,25,7,0,0,5,0
545,62,Kutaisi,71,2609.66,75,45,3,1,0,15,0
546,70,Other,102,5062.16,60,25,5,1,1,0,0
547,18,Tbilisi,98,271.22,112,9,1,0,0,0,0
548,33,Kutaisi,41,6004.95,78,16,1,1,0,5,0
549,56,Tbilisi,22,8248.15,33,13,5,0,0,0,0
550,22,Rustavi,24,9293.74,69,1,7,1,0,5,1
551,39,Tbilisi,113,9952.36,16,47,6,0,0,0,0
552,46,Rustavi,101,12544.37,111,12,3,0,0,5,0
553,72,Batumi,44,3231.94,112,26,1,0,1,10,0
554,20,Batumi,1,1807.23,19,8,0,0,0,5,0
555,29,Other,10,12773.06,72,6,3,0,0,15,0
556,43,Kutaisi,107,2349.19,58,47,0,0,0,10,0
557,33,Other,80,14621.4,68,9,4,0,0,0,0
558,68,Rustavi,110,12638.07,86,8,5,0,0,0,0
559,54,Other,72,7513.15,32,21,3,0,0,0,0
560,39,Tbilisi,56,14721.32,101,22,6,1,0,10,0
561,74,Rustavi,113,1460.65,119,6,3,0,0,0,0
562,46,Batumi,89,4545.99,77,47,2,1,0,0,0
563,31,Kutaisi,50,9573.37,16,8,2,0,0,15,0
564,45,Rustavi,12,5250.1,56,26,5,0,0,5,0
565,22,Rustavi,89,13925.59,82,23,6,0,0,0,0
566,64,Tbilisi,81,984.39,96,28,3,0,0,0,0
567,66,Kutaisi,60,8241.18,0,16,7,0,0,10,1
568,47,Batumi,26,8862.99,12,19,4,0,0,10,0
569,63,Rustavi,110,9790.92,109,6,6,1,0,0,0
570,69,Rustavi,112,3834.99,26,42,1,1,0,5,0
571,22,Tbilisi,78,5468.5,69,39,5,0,0,10,0
572,29,Other,41,12655.21,58,6,7,1,0,10,1
573,33,Batumi,36,2924.14,5,27,6,0,1,10,0
574,43,Kutaisi,23,12403.02,96,18,5,0,0,5,0
575,43,Rustavi,43,8439.83,93,19,6,0,1,15,1
576,65,Rustavi,6,11432.81,109,43,2,1,0,0,0
577,38,Batumi,111,10704.11,98,38,4,1,0,0,0
578,56,Other,69,3112.67,22,39,5,1,1,10,0
579,53,Rustavi,43,8532.19,9,6,4,0,1,5,0
580,50,Batumi,25,13015.85,50,5,5,0,0,10,0
581,47,Tbilisi,18,6481.74,18,24,2,1,0,0,0
582,54,Other,62,14498.86,50,40,1,0,0,10,0
583,40,Kutaisi,13,6783.23,91,12,7,0,0,0,0
584,27,Rustavi,43,2141.78,86,38,2,0,0,5,0
585,71,Batumi,78,5841.52,67,39,5,0,0,0,0
586,22,Tbilisi,28,14275.54,83,21,4,0,1,5,0
587,53,Kutaisi,18,4795.81,82,48,0,0,0,10,0
588,51,Batumi,59,13021.47,41,16,2,0,0,0,0
589,69,Batumi,60,13218.76,90,47,4,0,0,0,0
590,48,Kutaisi,63,5252.8,56,21,6,0,0,5,0
591,27,Tbilisi,57,1248.86,97,33,6,0,0,10,0
592,36,Tbilisi,92,10868.37,67,7,2,0,0,0,0
593,49,Other,51,4672.68,119,48,5,0,0,0,0
594,18,Rustavi,56,11743.85,37,44,6,0,0,0,0
595,73,Kutaisi,27,6639.82,61,17,4,0,0,15,0
596,22,Kutaisi,32,7279.0,6,23,7,1,0,0,0
597,62,Kutaisi,111,11668.64,111,41,1,1,0,0,0
598,21,Tbilisi,9,5735.45,70,1,4,0,0,10,1
599,33,Rustavi,104,6646.91,49,1,6,0,0,5,1
600,41,Other,96,5642.86,51,26,6,1,1,0,0
601,33,Batumi,84,5510.11,25,13,3,0,0,15,0
602,72,Batumi,92,7889.2,25,47,0,0,0,5,0
603,19,Kutaisi,97,12131.99,117,38,5,0,0,5,0
604,66,Rustavi,68,5426.52,18,11,4,0,0,0,0
605,45,Tbilisi,46,7863.82,8,31,6,0,0,10,1
606,49,Rustavi,98,10060.91,60,27,5,1,0,0,0
607,44,Rustavi,112,4041.59,19,27,2,1,1,0,0
608,37,Tbilisi,67,4162.84,105,45,2,0,0,0,0
609,41,Kutaisi,26,14001.2,108,24,4,0,0,10,1
610,29,Rustavi,8,10853.02,49,3,3,0,0,5,0
611,67,Batumi,6,8657.8,79,25,6,0,0,5,0
612,52,Tbilisi,80,9715.8,117,35,4,0,0,0,0
613,50,Other,24,439.49,80,49,1,0,0,5,0
614,50,Kutaisi,48,9271.54,21,2,3,0,0,10,1
615,68,Tbilisi,103,7642.63,12,0,6,0,1,0,1
616,60,Other,94,8186.25,11,16,6,0,0,10,1
617,54,Other,45,5391.36,9,6,5,1,1,0,0
618,29,Rustavi,13,1222.11,64,47,4,0,0,10,0
619,20,Rustavi,69,2900.09,95,4,6,1,0,0,1
620,18,Rustavi,25,14261.17,29,18,5,0,0,5,0
621,50,Tbilisi,20,6130.49,7,38,6,0,0,15,0
622,57,Tbilisi,118,7000.25,20,45,0,0,0,15,0
623,27,Kutaisi,82,790.65,21,33,3,0,0,0,0
624,60,Rustavi,111,563.49,17,34,4,0,0,5,0
625,61,Other,82,10757.72,65,48,0,1,0,0,0
626,46,Batumi,66,8071.42,47,15,4,1,0,10,1
627,30,Kutaisi,74,7630.59,43,39,1,0,0,5,0
628,29,Tbilisi,119,3646.87,8,49,2,0,0,0,0
629,48,Kutaisi,45,11171.26,66,46,7,0,0,0,0
630,63,Kutaisi,114,2523.55,53,38,5,0,0,15,0
631,19,Kutaisi,47,2849.02,25,26,4,0,0,5,0
632,68,Kutaisi,63,6910.68,84,40,3,0,0,0,0
633,67,Batumi,76,4294.2,93,37,4,0,0,0,0
634,52,Rustavi,111,3711.94,91,49,4,0,0,0,0
635,40,Other,77,9678.56,99,49,4,0,0,5,0
636,34,Kutaisi,114,9764.58,25,24,7,0,0,15,0
637,43,Kutaisi,111,12367.76,33,25,6,0,0,10,1
638,25,Kutaisi,55,6265.63,7,13,4,1,0,5,0
639,46,Rustavi,75,1096.28,9,13,6,0,0,10,0
640,43,Tbilisi,19,4105.0,47,13,3,1,1,5,0
641,27,Tbilisi,35,14700.08,54,24,3,1,0,0,0
642,43,Batumi,103,8943.88,106,35,4,1,0,15,1
643,51,Tbilisi,53,10646.06,113,3,6,1,0,0,0
644,68,Kutaisi,26,110.37,53,46,2,0,1,0,0
645,58,Kutaisi,110,7773.09,77,14,4,1,0,15,1
646,24,Kutaisi,14,562.93,39,31,5,0,0,0,0
647,21,Batumi,118,8538.45,118,17,5,0,1,10,0
648,70,Kutaisi,45,13811.56,14,13,3,1,0,15,0
649,67,Tbilisi,44,14526.29,80,0,7,1,1,5,0
650,62,Rustavi,88,8108.29,116,41,5,1,0,0,0
651,28,Rustavi,105,6873.07,17,19,5,1,0,0,0
652,46,Other,65,14175.26,95,9,1,1,0,0,0
653,73,Tbilisi,51,10104.15,101,9,4,1,0,5,0
654,53,Kutaisi,43,973.49,22,23,4,1,0,10,0
655,42,Rustavi,119,6985.88,61,33,4,0,0,5,0
656,38,Tbilisi,86,3603.68,45,27,4,1,0,5,0
657,74,Rustavi,23,7047.06,86,26,0,1,1,5,0
658,53,Kutaisi,56,6831.98,98,39,4,1,0,5,0
659,27,Rustavi,118,8732.17,38,0,7,0,0,10,1
660,54,Other,19,5351.56,14,32,6,0,1,0,0
661,26,Other,82,2464.06,52,3,3,0,0,10,0
662,41,Rustavi,76,7555.79,87,6,6,1,0,5,0
663,52,Tbilisi,55,12453.04,63,8,7,0,0,0,0
664,66,Tbilisi,92,9960.18,62,15,3,0,0,0,0
665,52,Tbilisi,92,5075.52,91,4,0,0,0,0,1
666,65,Rustavi,60,14032.85,79,33,4,1,0,5,0
667,53,Tbilisi,59,13683.11,15,22,2,1,0,0,0
668,35,Kutaisi,33,3140.23,103,42,6,1,0,15,0
669,66,Other,19,591.26,102,49,4,0,0,5,0
670,56,Kutaisi,28,11119.63,69,24,3,0,0,15,0
671,49,Tbilisi,52,12414.15,65,12,6,0,0,0,0
672,41,Kutaisi,49,14517.97,117,23,1,0,0,0,0
673,40,Tbilisi,37,13347.55,12,10,5,1,1,0,0
674,49,Rustavi,26,9008.02,107,16,1,0,1,0,0
675,54,Kutaisi,99,7950.79,46,36,2,0,0,10,0
676,29,Rustavi,98,417.62,8,12,4,0,0,0,0
677,66,Rustavi,99,3699.85,62,26,0,0,1,5,0
678,72,Batumi,40,6894.22,33,19,4,1,0,0,0
679,30,Tbilisi,80,9427.56,80,32,2,0,0,5,0
680,40,Other,38,8358.78,90,41,2,1,0,10,0
681,42,Tbilisi,77,11139.54,28,31,5,0,1,5,0
682,52,Other,87,4196.5,36,7,2,0,0,10,0
683,58,Tbilisi,54,8474.29,42,28,1,0,0,0,0
684,47,Rustavi,22,1322.13,85,39,5,0,0,15,0
685,34,Kutaisi,16,6204.98,114,18,4,1,0,10,1
686,66,Kutaisi,28,11252.41,63,5,6,0,0,5,0
687,37,Batumi,112,10401.01,23,43,4,0,0,5,0
688,65,Other,35,14859.64,70,38,0,0,0,15,0
689,42,Other,60,4168.37,33,47,2,0,0,5,0
690,39,Other,45,7472.84,47,40,2,1,0,10,0
691,30,Rustavi,46,4942.96,11,20,3,0,0,5,0
692,36,Other,72,6609.05,22,21,5,0,0,0,0
693,66,Kutaisi,108,12854.25,78,41,3,1,0,10,0
694,53,Rustavi,55,10263.14,96,9,5,0,0,5,0
695,29,Tbilisi,119,13236.62,12,9,1,0,0,5,0
696,58,Other,86,3052.67,86,28,5,0,0,5,0
697,36,Other,85,13100.42,101,15,4,0,1,0,0
698,29,Tbilisi,26,896.43,95,0,0,1,0,10,1
699,26,Other,104,13328.99,44,16,6,0,0,15,1
700,24,Tbilisi,85,4936.11,113,29,5,1,0,10,0
701,45,Rustavi,25,4718.81,98,25,5,0,0,0,0
702,31,Kutaisi,105,7681.33,64,45,5,1,1,5,0
703,48,Tbilisi,65,14110.35,46,18,0,0,0,10,0
704,69,Batumi,6,716.72,57,20,2,0,0,5,0
705,36,Tbilisi,23,5283.46,108,16,0,0,1,5,0
706,64,Other,115,12848.58,4,45,7,0,0,15,1
707,33,Rustavi,64,5940.82,76,39,7,1,0,5,0
708,70,Rustavi,87,2987.35,117,20,7,1,0,5,0
709,22,Tbilisi,43,6371.91,4,40,2,0,0,0,0
710,52,Kutaisi,107,5783.29,59,39,7,0,1,0,0
711,29,Batumi,23,13731.24,95,44,6,0,0,0,0
712,42,Rustavi,96,11429.02,114,48,4,1,1,15,1
713,69,Other,30,7576.73,20,18,0,1,1,5,0
714,38,Other,77,14825.56,23,6,2,0,0,5,0
715,53,Kutaisi,107,6979.16,17,16,4,1,0,10,0
716,70,Rustavi,18,873.57,20,0,4,1,0,5,1
717,40,Tbilisi,87,3934.11,53,36,2,0,0,5,0
718,33,Other,79,6541.06,9,5,7,1,0,0,0
719,74,Kutaisi,97,2353.54,23,25,2,0,0,10,0
720,56,Rustavi,21,14213.48,103,1,1,0,0,0,0
721,62,Rustavi,57,11502.73,110,31,4,0,1,0,0
722,70,Rustavi,103,4024.31,84,47,2,0,0,0,0
723,59,Rustavi,23,8862.07,88,4,4,0,0,0,1
724,56,Rustavi,91,10821.74,115,36,7,0,1,0,0
725,31,Other,45,14119.18,59,30,0,1,0,5,0
726,48,Kutaisi,44,13224.53,56,11,6,0,0,0,0
727,22,Rustavi,82,7727.88,22,34,3,0,0,5,0
728,52,Batumi,88,11619.79,21,29,7,1,0,0,0
729,40,Batumi,115,8432.17,67,47,3,0,0,0,0
730,46,Kutaisi,47,8290.56,33,5,5,0,0,5,0
731,60,Tbilisi,40,1721.13,119,14,2,1,0,15,0
732,28,Tbilisi,51,1892.06,69,14,2,1,1,10,0
733,35,Tbilisi,42,7943.0,27,15,7,0,0,15,1
734,64,Batumi,7,4032.92,94,19,4,0,0,5,0
735,29,Tbilisi,50,315.55,98,12,7,1,0,5,0
736,26,Other,48,10842.59,38,43,5,0,0,5,0
737,27,Rustavi,84,487.3,41,41,7,0,0,5,0
738,61,Batumi,91,8929.15,22,45,2,0,1,0,0
739,34,Kutaisi,6,8087.91,69,30,7,0,0,5,0
740,55,Kutaisi,91,14532.22,79,33,4,1,0,0,0
741,24,Rustavi,9,7263.2,1,28,2,1,0,5,0
742,63,Batumi,117,954.02,23,2,4,1,0,5,1
743,30,Tbilisi,109,8275.32,16,8,7,1,0,0,0
744,57,Tbilisi,57,12616.44,108,10,2,0,0,0,0
745,59,Other,31,14952.74,64,10,1,0,0,0,0
746,26,Other,21,6455.15,69,24,6,1,0,15,0
747,67,Tbilisi,90,4804.48,68,21,4,0,0,0,0
748,44,Kutaisi,40,13599.8,108,41,6,0,0,0,0
749,19,Kutaisi,112,2868.63,59,45,1,1,0,10,0
750,22,Other,45,9231.43,118,8,1,0,1,5,0
751,46,Rustavi,77,6085.72,49,19,1,0,0,0,0
752,54,Tbilisi,49,616.24,92,20,1,1,0,0,0
753,55,Other,87,5209.33,11,9,0,1,0,0,0
754,36,Other,20,3978.43,102,21,6,0,0,0,0
755,25,Tbilisi,101,10291.37,46,28,7,1,0,0,0
756,65,Tbilisi,118,14231.86,66,8,5,0,0,5,0
757,62,Kutaisi,117,4020.71,111,4,7,0,0,10,1
758,18,Rustavi,92,12171.99,64,39,7,1,0,5,0
759,39,Rustavi,17,830.4,26,10,6,1,1,5,0
760,69,Tbilisi,28,8071.82,47,0,7,0,0,0,1
761,34,Batumi,41,1058.25,87,41,3,0,0,0,0
762,24,Other,66,14010.49,61,0,0,0,0,10,0
763,42,Other,25,11495.27,43,38,7,0,1,0,0
764,62,Tbilisi,58,9869.25,18,45,2,0,0,10,0
765,21,Batumi,114,12358.45,58,4,7,0,0,5,1
766,53,Kutaisi,41,9712.8,7,48,2,0,1,10,0
767,23,Tbilisi,6,14534.17,54,21,5,0,0,0,0
768,48,Tbilisi,75,10709.37,107,25,3,0,0,0,0
769,36,Other,38,13869.88,46,5,3,1,0,10,0
770,61,Tbilisi,6,7756.98,1,31,3,0,1,10,1
771,71,Tbilisi,45,1755.97,93,47,1,0,1,0,0
772,56,Tbilisi,75,7922.67,93,10,0,1,1,15,0
773,44,Other,14,1903.09,112,9,7,1,0,0,0
774,27,Kutaisi,66,8887.4,38,46,2,0,1,0,0
775,43,Kutaisi,40,7237.4,44,38,0,0,0,5,0
776,36,Tbilisi,3,9338.63,31,33,0,1,0,10,0
777,56,Other,119,150.7,64,30,0,0,0,15,0
778,20,Kutaisi,117,2922.61,37,11,3,1,0,5,0
779,62,Kutaisi,99,7369.96,76,43,5,0,0,0,0
780,30,Kutaisi,97,14257.55,10,15,5,0,0,5,0
781,67,Other,24,5754.14,9,37,3,0,1,0,0
782,45,Other,19,6365.58,111,2,2,1,0,5,1
783,37,Tbilisi,18,10720.44,58,1,2,1,0,5,1
784,45,Rustavi,64,9056.89,89,4,2,0,1,0,0
785,25,Kutaisi,113,4483.89,119,10,7,0,0,5,0
786,58,Rustavi,116,6162.25,54,24,5,0,0,5,0
787,56,Other,88,3265.5,19,34,7,0,0,10,0
788,18,Other,109,14490.32,80,34,5,1,0,5,0
789,20,Other,35,1959.52,16,21,0,0,0,0,0
790,30,Rustavi,62,5577.55,67,36,3,1,0,0,0
791,45,Other,1,387.58,4,21,1,0,1,0,0
792,74,Tbilisi,100,3326.69,59,10,0,1,0,0,0
793,66,Other,25,11707.07,22,31,4,1,0,5,0
794,42,Batumi,45,3017.63,45,34,7,0,0,15,0
795,73,Rustavi,49,1200.95,51,30,5,0,0,5,0
796,50,Batumi,107,7116.8,9,44,0,0,0,5,0
797,55,Other,98,149.54,45,7,3,0,1,5,0
798,70,Tbilisi,89,1271.49,27,19,4,0,0,0,0
799,23,Kutaisi,16,12114.39,96,41,6,0,0,15,0
800,61,Other,98,11572.1,42,33,7,1,1,15,0
801,62,Tbilisi,93,13727.08,25,3,0,0,0,5,1
802,49,Rustavi,19,12817.73,54,17,3,1,0,0,0
803,62,Batumi,23,10247.63,113,3,3,1,0,10,1
804,64,Batumi,83,784.99,47,19,5,1,0,0,0
805,38,Batumi,25,11742.73,28,8,1,0,1,10,0
806,33,Rustavi,16,12682.66,26,15,0,0,0,10,0
807,71,Tbilisi,54,11986.23,17,25,3,0,0,0,0
808,38,Rustavi,115,7627.19,103,37,7,0,0,15,0
809,28,Batumi,73,3493.53,59,24,2,0,1,15,0
810,54,Other,1,12679.95,73,3,3,1,1,15,1
811,53,Kutaisi,42,10907.44,105,40,1,0,0,5,0
812,52,Rustavi,19,14711.42,68,44,3,0,0,0,0
813,36,Rustavi,97,2335.39,73,40,5,1,0,5,0
814,37,Tbilisi,34,3384.97,113,37,6,0,0,5,0
815,74,Tbilisi,80,3176.97,20,18,0,0,1,0,0
816,35,Rustavi,108,11888.1,23,13,5,1,1,5,0
817,64,Batumi,104,2803.61,101,20,0,0,1,5,0
818,58,Kutaisi,55,999.9,2,14,4,0,0,0,0
819,66,Tbilisi,18,14978.41,103,2,0,0,1,0,1
820,31,Batumi,34,372.26,94,36,4,1,1,0,0
821,32,Other,89,12528.66,61,49,5,0,0,10,0
822,48,Tbilisi,45,5480.5,104,45,2,0,0,5,0
823,18,Batumi,6,12624.23,100,15,7,0,0,0,0
824,70,Batumi,21,8319.31,1,13,1,0,0,15,0
825,71,Kutaisi,70,13524.47,65,8,2,0,1,0,0
826,71,Kutaisi,96,13892.89,102,46,7,0,0,5,0
827,20,Other,105,136.47,112,6,4,0,0,10,0
828,33,Batumi,48,1131.18,41,13,3,0,0,10,0
829,40,Batumi,107,3755.38,107,5,3,0,0,0,0
830,74,Kutaisi,39,10039.73,33,20,2,0,1,15,0
831,28,Tbilisi,31,13324.08,41,14,3,0,0,15,0
832,29,Tbilisi,106,6899.13,19,7,4,0,0,5,0
833,27,Rustavi,10,9104.6,96,33,5,0,0,5,0
834,49,Kutaisi,30,2827.5,67,39,1,1,0,0,0
835,33,Rustavi,116,12074.5,44,0,6,1,0,5,0
836,25,Kutaisi,18,14509.92,107,31,0,0,1,5,0
837,55,Other,60,4028.98,74,48,4,0,0,10,1
838,29,Batumi,88,7422.39,41,4,7,0,0,5,1
839,41,Other,116,1291.74,46,29,6,0,0,5,0
840,45,Kutaisi,73,8387.05,4,21,4,0,0,0,0
841,70,Batumi,95,7541.75,88,19,0,0,1,0,0
842,25,Tbilisi,15,2166.55,48,15,0,1,0,0,0
843,45,Tbilisi,4,6630.99,36,6,1,0,0,0,0
844,53,Rustavi,63,5011.57,33,6,1,0,0,5,0
845,43,Kutaisi,40,7827.46,72,49,1,1,0,10,0
846,25,Kutaisi,9,8784.82,69,49,3,0,0,5,0
847,67,Tbilisi,109,127.43,17,1,7,0,0,5,1
848,45,Other,9,11415.09,77,46,7,1,0,5,0
849,45,Batumi,26,10695.21,18,13,4,1,1,0,0
850,54,Other,4,5494.3,77,30,5,1,0,0,0
851,58,Other,81,794.04,39,49,0,0,0,0,0
852,53,Tbilisi,16,11323.99,16,40,4,0,1,10,0
853,44,Tbilisi,15,14327.63,59,13,6,1,1,0,0
854,71,Tbilisi,99,3602.27,98,4,4,0,0,0,1
855,34,Rustavi,52,4852.87,92,10,7,1,0,5,0
856,26,Other,69,2757.19,41,39,1,0,0,15,0
857,50,Kutaisi,119,8654.04,80,4,1,0,0,5,1
858,70,Batumi,5,2322.62,106,28,4,1,0,10,0
859,37,Rustavi,20,5342.91,71,10,7,0,0,5,0
860,30,Kutaisi,79,10455.2,64,4,7,0,0,5,1
861,45,Other,18,8401.74,108,48,7,0,0,10,0
862,65,Tbilisi,111,5796.94,52,31,1,0,0,10,0
863,46,Other,2,6303.74,99,35,7,0,0,0,0
864,30,Batumi,93,8431.66,6,14,3,0,0,0,0
865,63,Rustavi,13,87.97,109,18,0,0,0,0,0
866,52,Rustavi,4,1177.65,4,21,6,1,0,5,1
867,23,Batumi,42,13218.87,23,33,7,0,0,10,0
868,35,Kutaisi,109,1168.18,27,16,4,1,0,0,0
869,68,Kutaisi,74,10602.05,61,11,0,0,0,0,0
870,22,Rustavi,61,13800.57,106,24,3,0,0,10,0
871,64,Rustavi,95,4060.25,16,16,6,0,0,5,0
872,42,Tbilisi,105,5557.37,100,9,1,1,0,5,0
873,19,Kutaisi,8,8533.82,19,27,2,1,0,10,0
874,27,Batumi,67,13225.63,2,17,3,1,0,5,0
875,73,Kutaisi,112,14128.58,36,17,2,0,0,5,0
876,47,Tbilisi,63,11093.45,89,44,0,0,0,0,0
877,67,Rustavi,110,1299.3,14,31,4,1,0,0,0
878,62,Rustavi,9,10037.31,50,13,6,1,0,5,0
879,22,Tbilisi,94,6154.56,47,15,1,1,0,5,0
880,72,Batumi,117,7060.51,7,49,6,0,1,15,0
881,73,Rustavi,11,737.23,12,17,3,1,0,15,0
882,50,Other,99,2865.93,47,15,1,0,0,10,0
883,71,Rustavi,101,11857.7,2,16,2,0,0,0,0
884,18,Other,42,6809.38,64,6,2,0,0,15,0
885,35,Tbilisi,13,4524.93,72,11,5,0,0,5,0
886,49,Tbilisi,36,5760.29,30,33,6,1,0,0,0
887,64,Rustavi,13,12815.99,104,9,7,1,0,10,0
888,66,Kutaisi,12,11234.99,117,4,4,1,0,0,1
889,28,Other,37,4084.73,25,20,7,0,0,0,0
890,38,Batumi,74,1762.53,80,2,2,0,0,10,1
891,43,Rustavi,73,3779.97,55,18,4,1,0,5,0
892,42,Batumi,52,13811.35,33,44,5,0,0,0,0
893,39,Rustavi,71,8723.83,8,43,3,1,0,5,0
894,44,Kutaisi,2,8002.2,61,34,5,0,0,15,0
895,66,Kutaisi,118,8945.9,119,5,4,0,0,5,0
896,30,Kutaisi,56,5490.42,114,13,2,0,0,0,0
897,50,Kutaisi,60,12106.61,12,3,0,1,0,0,1
898,51,Tbilisi,23,7849.29,68,44,4,0,0,0,0
899,58,Tbilisi,103,1751.22,40,17,1,0,0,15,0
900,52,Other,40,1935.98,76,28,7,1,1,5,0
901,18,Batumi,64,8052.89,0,34,0,0,0,5,0
902,38,Rustavi,103,14048.55,88,37,6,1,0,5,0
903,65,Rustavi,85,4625.28,46,15,4,0,0,10,1
904,72,Tbilisi,23,13043.12,3,19,1,0,1,5,0
905,23,Rustavi,29,11461.43,99,23,7,1,1,5,0
906,45,Tbilisi,78,3717.19,62,34,6,0,0,0,0
907,34,Other,90,545.11,51,43,5,0,0,0,0
908,22,Batumi,51,1527.71,9,18,0,0,0,15,0
909,48,Other,69,10927.41,27,3,4,0,0,15,1
910,22,Kutaisi,119,2995.05,5,32,3,0,0,15,0
