FREQ,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,Value,Year,Month
M,MWI,Malawi,FAO_CP_23014,Food price inflation,6.683417,2007,9
M,MYS,Malaysia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.517964,2007,9
M,MYS,Malaysia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",72.310279,2007,9
M,MYS,Malaysia,FAO_CP_23014,Food price inflation,2.992278,2007,9
M,NAC,North America,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",87.994913,2007,9
M,NAC,North America,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",83.415246,2007,9
M,NAC,North America,FAO_CP_23014,Food price inflation,4.453485,2007,9
M,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",63.010738,2007,9
M,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",55.187707,2007,9
M,NAM,Namibia,FAO_CP_23014,Food price inflation,13.265384,2007,9
M,NCL,New Caledonia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",89.110834,2007,9
M,NCL,New Caledonia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",85.973323,2007,9
M,NCL,New Caledonia,FAO_CP_23014,Food price inflation,1.767209,2007,9
M,NER,Niger,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",86.274879,2007,9
M,NER,Niger,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",72.130584,2007,9
M,NER,Niger,FAO_CP_23014,Food price inflation,-0.853485,2007,9
M,NGA,Nigeria,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",45.791883,2007,9
M,NGA,Nigeria,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",42.637644,2007,9
M,NGA,Nigeria,FAO_CP_23014,Food price inflation,-0.434039,2007,9
M,NIC,Nicaragua,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",56.385929,2007,9
M,NIC,Nicaragua,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",49.093006,2007,9
M,NIC,Nicaragua,FAO_CP_23014,Food price inflation,14.427208,2007,9
M,NLD,Netherlands,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",87.59,2007,9
M,NLD,Netherlands,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",86.94,2007,9
M,NLD,Netherlands,FAO_CP_23014,Food price inflation,0.092102,2007,9
M,NOR,Norway,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.8,2007,9
M,NOR,Norway,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",85.7,2007,9
M,NOR,Norway,FAO_CP_23014,Food price inflation,3.004808,2007,9
M,NPL,Nepal,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",51.582254,2007,9
M,NPL,Nepal,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",43.905858,2007,9
M,NPL,Nepal,FAO_CP_23014,Food price inflation,10.177404,2007,9
M,NZL,New Zealand,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",85.476264,2007,9
M,NZL,New Zealand,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",83.191233,2007,9
M,NZL,New Zealand,FAO_CP_23014,Food price inflation,3.225811,2007,9
M,OMN,Oman,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",77.77818,2007,9
M,OMN,Oman,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",75.465667,2007,9
M,OMN,Oman,FAO_CP_23014,Food price inflation,14.099217,2007,9
M,PAK,Pakistan,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",46.708364,2007,9
M,PAK,Pakistan,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",43.569026,2007,9
M,PAK,Pakistan,FAO_CP_23014,Food price inflation,13.0,2007,9
M,PAN,Panama,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",73.260555,2007,9
M,PAN,Panama,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",65.776904,2007,9
M,PAN,Panama,FAO_CP_23014,Food price inflation,8.837209,2007,9
M,PER,Peru,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",77.649459,2007,9
M,PER,Peru,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",72.159972,2007,9
M,PER,Peru,FAO_CP_23014,Food price inflation,4.416673,2007,9
M,PHL,Philippines,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",74.513828,2007,9
M,PHL,Philippines,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",67.502924,2007,9
M,PHL,Philippines,FAO_CP_23014,Food price inflation,4.079602,2007,9
M,PLW,Palau,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",73.774201,2007,9
M,PLW,Palau,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",65.64213,2007,9
M,PLW,Palau,FAO_CP_23014,Food price inflation,5.088757,2007,9
M,PNG,Papua New Guinea,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",62.500421,2007,9
M,PNG,Papua New Guinea,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",81.073236,2007,9
M,PNG,Papua New Guinea,FAO_CP_23014,Food price inflation,-0.756945,2007,9
M,POL,Poland,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.598366,2007,9
M,POL,Poland,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",81.105356,2007,9
M,POL,Poland,FAO_CP_23014,Food price inflation,4.904905,2007,9
M,PRI,Puerto Rico,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",88.134863,2007,9
M,PRI,Puerto Rico,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",81.238266,2007,9
M,PRI,Puerto Rico,FAO_CP_23014,Food price inflation,6.585308,2007,9
M,PRT,Portugal,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",90.679799,2007,9
M,PRT,Portugal,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",93.127819,2007,9
M,PRT,Portugal,FAO_CP_23014,Food price inflation,1.789211,2007,9
M,PRY,Paraguay,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",69.112308,2007,9
M,PRY,Paraguay,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",65.473225,2007,9
M,PRY,Paraguay,FAO_CP_23014,Food price inflation,23.736213,2007,9
M,PSE,West Bank and Gaza,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",78.208977,2007,9
M,PSE,West Bank and Gaza,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",75.9376,2007,9
M,PSE,West Bank and Gaza,FAO_CP_23014,Food price inflation,5.400991,2007,9
M,PYF,French Polynesia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",91.482512,2007,9
M,PYF,French Polynesia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",79.787176,2007,9
M,PYF,French Polynesia,FAO_CP_23014,Food price inflation,4.146343,2007,9
M,QAT,Qatar,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.95705,2007,9
M,QAT,Qatar,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",84.267017,2007,9
M,QAT,Qatar,FAO_CP_23014,Food price inflation,4.182549,2007,9
M,REU,Reunion,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",92.566007,2007,9
M,REU,Reunion,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",87.086473,2007,9
M,REU,Reunion,FAO_CP_23014,Food price inflation,1.708012,2007,9
M,ROU,Romania,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",73.43,2007,9
M,ROU,Romania,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",84.255498,2007,9
M,ROU,Romania,FAO_CP_23014,Food price inflation,8.173601,2007,9
M,RUS,Russian Federation,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",49.07732,2007,9
M,RUS,Russian Federation,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",43.37598,2007,9
M,RUS,Russian Federation,FAO_CP_23014,Food price inflation,10.401425,2007,9
M,RWA,Rwanda,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",61.749629,2007,9
M,RWA,Rwanda,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",53.67763,2007,9
M,RWA,Rwanda,FAO_CP_23014,Food price inflation,5.247698,2007,9
M,SAS,South Asia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",48.449051,2007,9
M,SAS,South Asia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",47.927257,2007,9
M,SAS,South Asia,FAO_CP_23014,Food price inflation,9.132673,2007,9
M,SAU,Saudi Arabia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",71.309211,2007,9
M,SAU,Saudi Arabia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",70.058743,2007,9
M,SAU,Saudi Arabia,FAO_CP_23014,Food price inflation,7.675141,2007,9
M,SDN,Sudan,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",,2007,9
M,SDN,Sudan,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",,2007,9
M,SDN,Sudan,FAO_CP_23014,Food price inflation,,2007,9
M,SEN,Senegal,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",91.741068,2007,9
M,SEN,Senegal,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",82.852917,2007,9
M,SEN,Senegal,FAO_CP_23014,Food price inflation,7.457899,2007,9
M,SGP,Singapore,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",80.775176,2007,9
M,SGP,Singapore,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",77.671881,2007,9
M,SGP,Singapore,FAO_CP_23014,Food price inflation,4.889023,2007,9
M,SLB,Solomon Islands,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",63.490427,2007,9
M,SLB,Solomon Islands,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",66.708019,2007,9
M,SLB,Solomon Islands,FAO_CP_23014,Food price inflation,6.284495,2007,9
M,SLE,Sierra Leone,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.936928,2007,9
M,SLE,Sierra Leone,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",56.897495,2007,9
M,SLE,Sierra Leone,FAO_CP_23014,Food price inflation,2.498216,2007,9
M,SLV,El Salvador,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",85.30119,2007,9
M,SLV,El Salvador,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",77.798102,2007,9
M,SLV,El Salvador,FAO_CP_23014,Food price inflation,6.143245,2007,9
M,SMR,San Marino,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.450003,2007,9
M,SMR,San Marino,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",64.949616,2007,9
M,SMR,San Marino,FAO_CP_23014,Food price inflation,7.285802,2007,9
M,SOM,Somalia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",67.268148,2007,9
M,SOM,Somalia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",63.366024,2007,9
M,SOM,Somalia,FAO_CP_23014,Food price inflation,5.107422,2007,9
M,SRB,Serbia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.949261,2007,9
M,SRB,Serbia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",59.495168,2007,9
M,SRB,Serbia,FAO_CP_23014,Food price inflation,9.19511,2007,9
M,SSD,South Sudan,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",,2007,9
M,SSD,South Sudan,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",,2007,9
M,SSD,South Sudan,FAO_CP_23014,Food price inflation,,2007,9
M,STP,Sao Tome and Principe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",38.672935,2007,9
M,STP,Sao Tome and Principe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",33.363084,2007,9
M,STP,Sao Tome and Principe,FAO_CP_23014,Food price inflation,23.68922,2007,9
M,SUR,Suriname,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.852659,2007,9
M,SUR,Suriname,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",54.563554,2007,9
M,SUR,Suriname,FAO_CP_23014,Food price inflation,11.171367,2007,9
M,SVK,Slovak Republic,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",85.832607,2007,9
M,SVK,Slovak Republic,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",83.040086,2007,9
M,SVK,Slovak Republic,FAO_CP_23014,Food price inflation,3.801945,2007,9
M,SVN,Slovenia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",87.92,2007,9
M,SVN,Slovenia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",81.32,2007,9
M,SVN,Slovenia,FAO_CP_23014,Food price inflation,10.115098,2007,9
M,SWE,Sweden,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",93.283925,2007,9
M,SWE,Sweden,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",82.721495,2007,9
M,SWE,Sweden,FAO_CP_23014,Food price inflation,0.8313,2007,9
M,SWZ,Eswatini,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",60.162683,2007,9
M,SWZ,Eswatini,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",56.837631,2007,9
M,SWZ,Eswatini,FAO_CP_23014,Food price inflation,19.720598,2007,9
M,SXM,Sint Maarten (Dutch part),FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",81.508269,2007,9
M,SYC,Seychelles,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",48.271321,2007,9
M,SYC,Seychelles,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",45.237535,2007,9
M,SYC,Seychelles,FAO_CP_23014,Food price inflation,9.075415,2007,9
M,SYR,Syrian Arab Republic,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",26.396203,2007,9
M,SYR,Syrian Arab Republic,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",15.536552,2007,9
M,SYR,Syrian Arab Republic,FAO_CP_23014,Food price inflation,3.491989,2007,9
M,TCD,Chad,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",74.678803,2007,9
M,TCD,Chad,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",76.526322,2007,9
M,TCD,Chad,FAO_CP_23014,Food price inflation,-16.658441,2007,9
M,TGO,Togo,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",77.048189,2007,9
M,TGO,Togo,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",64.469073,2007,9
M,TGO,Togo,FAO_CP_23014,Food price inflation,-5.14632,2007,9
M,THA,Thailand,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.210812,2007,9
M,THA,Thailand,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",66.491041,2007,9
M,THA,Thailand,FAO_CP_23014,Food price inflation,3.745928,2007,9
M,TJK,Tajikistan,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",54.638722,2007,9
M,TJK,Tajikistan,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",51.030701,2007,9
M,TJK,Tajikistan,FAO_CP_23014,Food price inflation,18.965984,2007,9
M,TLS,Timor-Leste,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.756648,2007,9
M,TLS,Timor-Leste,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",58.306444,2007,9
M,TLS,Timor-Leste,FAO_CP_23014,Food price inflation,10.59246,2007,9
M,TON,Tonga,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",80.752341,2007,9
M,TON,Tonga,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",74.567537,2007,9
M,TON,Tonga,FAO_CP_23014,Food price inflation,11.950007,2007,9
M,TTO,Trinidad and Tobago,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",57.449546,2007,9
M,TTO,Trinidad and Tobago,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",34.942243,2007,9
M,TTO,Trinidad and Tobago,FAO_CP_23014,Food price inflation,13.965803,2007,9
M,TUN,Tunisia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",72.733512,2007,9
M,TUN,Tunisia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",66.284908,2007,9
M,TUN,Tunisia,FAO_CP_23014,Food price inflation,6.082718,2007,9
M,TUR,Turkiye,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",53.788554,2007,9
M,TUR,Turkiye,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",47.312712,2007,9
M,TUR,Turkiye,FAO_CP_23014,Food price inflation,11.762808,2007,9
M,TZA,Tanzania,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",48.137944,2007,9
M,TZA,Tanzania,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",40.065218,2007,9
M,TZA,Tanzania,FAO_CP_23014,Food price inflation,10.532947,2007,9
M,UGA,Uganda,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",50.683393,2007,9
M,UGA,Uganda,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",46.043184,2007,9
M,UGA,Uganda,FAO_CP_23014,Food price inflation,6.19111,2007,9
M,UKR,Ukraine,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",35.903208,2007,9
M,UKR,Ukraine,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",37.116818,2007,9
M,UKR,Ukraine,FAO_CP_23014,Food price inflation,15.728155,2007,9
M,URY,Uruguay,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",55.473555,2007,9
M,URY,Uruguay,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",52.049934,2007,9
M,URY,Uruguay,FAO_CP_23014,Food price inflation,19.081694,2007,9
M,USA,United States,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",87.965903,2007,9
M,USA,United States,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",83.861968,2007,9
M,USA,United States,FAO_CP_23014,Food price inflation,4.684688,2007,9
M,UZB,Uzbekistan,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",46.131109,2007,9
M,UZB,Uzbekistan,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",49.554256,2007,9
M,UZB,Uzbekistan,FAO_CP_23014,Food price inflation,8.790858,2007,9
M,VCT,St. Vincent and the Grenadines,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",87.001582,2007,9
M,VCT,St. Vincent and the Grenadines,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",78.722209,2007,9
M,VCT,St. Vincent and the Grenadines,FAO_CP_23014,Food price inflation,10.59754,2007,9
M,VEN,"Venezuela, RB",FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",6.747594,2007,9
M,VEN,"Venezuela, RB",FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",3.416398,2007,9
M,VEN,"Venezuela, RB",FAO_CP_23014,Food price inflation,25.352663,2007,9
M,VGB,British Virgin Islands,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",80.650646,2007,9
M,VGB,British Virgin Islands,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",87.10659,2007,9
M,VGB,British Virgin Islands,FAO_CP_23014,Food price inflation,2.446225,2007,9
M,VNM,Viet Nam,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",48.861255,2007,9
M,VNM,Viet Nam,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",41.921566,2007,9
M,VNM,Viet Nam,FAO_CP_23014,Food price inflation,13.315242,2007,9
M,VUT,Vanuatu,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.491336,2007,9
M,VUT,Vanuatu,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",75.467713,2007,9
M,VUT,Vanuatu,FAO_CP_23014,Food price inflation,3.625111,2007,9
M,WLD,World,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",80.532101,2007,9
M,WLD,World,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",74.743421,2007,9
M,WLD,World,FAO_CP_23014,Food price inflation,6.248003,2007,9
M,WSM,Samoa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",77.566554,2007,9
M,WSM,Samoa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",73.701931,2007,9
M,WSM,Samoa,FAO_CP_23014,Food price inflation,9.078772,2007,9
M,YEM,"Yemen, Rep.",FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",39.048127,2007,9
M,YEM,"Yemen, Rep.",FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",46.830586,2007,9
M,YEM,"Yemen, Rep.",FAO_CP_23014,Food price inflation,16.290351,2007,9
M,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",63.580961,2007,9
M,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",58.521678,2007,9
M,ZAF,South Africa,FAO_CP_23014,Food price inflation,11.652687,2007,9
M,ZMB,Zambia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",50.553551,2007,9
M,ZMB,Zambia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",50.700444,2007,9
M,ZMB,Zambia,FAO_CP_23014,Food price inflation,6.176802,2007,9
M,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.711622,2007,9
M,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.541114,2007,9
M,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.672399,2007,9
M,ABW,Aruba,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",90.260075,2007,10
M,ABW,Aruba,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",76.94074,2007,10
M,ABW,Aruba,FAO_CP_23014,Food price inflation,11.53012,2007,10
M,AFG,Afghanistan,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",64.900632,2007,10
M,AFG,Afghanistan,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",64.557971,2007,10
M,AFG,Afghanistan,FAO_CP_23014,Food price inflation,15.746259,2007,10
M,AGO,Angola,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",43.944839,2007,10
M,AGO,Angola,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",37.874932,2007,10
M,AGO,Angola,FAO_CP_23014,Food price inflation,14.200836,2007,10
M,AIA,Anguilla,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",87.47178,2007,10
M,AIA,Anguilla,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",74.619789,2007,10
M,AIA,Anguilla,FAO_CP_23014,Food price inflation,5.894917,2007,10
M,ALA,Aland Islands,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",86.87175,2007,10
M,ALA,Aland Islands,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",83.279487,2007,10
M,ALA,Aland Islands,FAO_CP_23014,Food price inflation,2.450091,2007,10
M,ALB,Albania,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.589199,2007,10
M,ALB,Albania,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",73.301628,2007,10
M,ALB,Albania,FAO_CP_23014,Food price inflation,5.458525,2007,10
M,AND,Andorra,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",91.960976,2007,10
M,AND,Andorra,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",88.133606,2007,10
M,AND,Andorra,FAO_CP_23014,Food price inflation,1.668806,2007,10
M,ANT,Netherlands Antilles,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.424688,2007,10
M,ARE,United Arab Emirates,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",79.520525,2007,10
M,ARE,United Arab Emirates,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",73.861255,2007,10
M,ARE,United Arab Emirates,FAO_CP_23014,Food price inflation,5.582029,2007,10
M,ARG,Argentina,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",44.033619,2007,10
M,ARG,Argentina,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",47.918164,2007,10
M,ARG,Argentina,FAO_CP_23014,Food price inflation,11.466082,2007,10
M,ARM,Armenia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",66.272285,2007,10
M,ARM,Armenia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",63.536274,2007,10
M,ARM,Armenia,FAO_CP_23014,Food price inflation,6.445254,2007,10
M,ATG,Antigua and Barbuda,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.461413,2007,10
M,ATG,Antigua and Barbuda,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",73.043386,2007,10
M,ATG,Antigua and Barbuda,FAO_CP_23014,Food price inflation,5.803242,2007,10
M,AUS,Australia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.254963,2007,10
M,AUS,Australia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",85.483312,2007,10
M,AUS,Australia,FAO_CP_23014,Food price inflation,1.521491,2007,10
M,AUT,Austria,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",86.157009,2007,10
M,AUT,Austria,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",82.982708,2007,10
M,AUT,Austria,FAO_CP_23014,Food price inflation,6.200797,2007,10
M,AZE,Azerbaijan,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",66.85584,2007,10
M,AZE,Azerbaijan,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",62.564468,2007,10
M,AZE,Azerbaijan,FAO_CP_23014,Food price inflation,17.198343,2007,10
M,BDI,Burundi,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",46.720238,2007,10
M,BDI,Burundi,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",44.50459,2007,10
M,BDI,Burundi,FAO_CP_23014,Food price inflation,13.061163,2007,10
M,BEL,Belgium,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",86.718517,2007,10
M,BEL,Belgium,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",84.219861,2007,10
M,BEL,Belgium,FAO_CP_23014,Food price inflation,4.043622,2007,10
M,BEN,Benin,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.58697,2007,10
M,BEN,Benin,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",72.627631,2007,10
M,BEN,Benin,FAO_CP_23014,Food price inflation,5.043228,2007,10
M,BFA,Burkina Faso,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.217713,2007,10
M,BFA,Burkina Faso,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",73.313019,2007,10
M,BFA,Burkina Faso,FAO_CP_23014,Food price inflation,5.292479,2007,10
